risk_id,country_id,year,growth_category,inflation_risk,unemployment_risk
1248,2023_CYP,2023,Moderate,Low,Medium
1249,2024_CYP,2024,Moderate,Low,High
1250,2000_CZE,2000,Moderate,Low,Medium
1251,2001_CZE,2001,Low,Low,High
1252,2002_CZE,2002,Low,Low,High
1253,2003_CZE,2003,Moderate,Low,Medium
1254,2004_CZE,2004,Moderate,Low,High
1255,2005_CZE,2005,High,Low,Medium
1256,2006_CZE,2006,High,Low,Medium
1257,2007_CZE,2007,Moderate,Low,Medium
1258,2008_CZE,2008,Low,Medium,High
1259,2009_CZE,2009,Negative,Low,High
1260,2010_CZE,2010,Low,Low,Medium
1261,2011_CZE,2011,Low,Low,High
1262,2012_CZE,2012,Negative,Low,High
1263,2013_CZE,2013,Negative,Low,High
1264,2014_CZE,2014,Low,Low,High
1265,2015_CZE,2015,Moderate,Low,High
1266,2016_CZE,2016,Low,Low,Medium
1267,2017_CZE,2017,Moderate,Low,High
1268,2018_CZE,2018,Low,Low,Medium
1269,2019_CZE,2019,Moderate,Low,High
1270,2020_CZE,2020,Negative,Low,High
1271,2021_CZE,2021,Moderate,Low,High
1272,2022_CZE,2022,Low,High,High
1273,2023_CZE,2023,Low,High,High
1274,2024_CZE,2024,Low,Low,High
1275,2000_DNK,2000,Moderate,Low,High
1276,2001_DNK,2001,Low,Low,Medium
1277,2002_DNK,2002,Low,Low,High
1278,2003_DNK,2003,Low,Low,High
1279,2004_DNK,2004,Low,Low,Medium
1280,2005_DNK,2005,Low,Low,High
1281,2006_DNK,2006,Moderate,Low,High
1282,2007_DNK,2007,Low,Low,High
1283,2008_DNK,2008,Negative,Low,High
1284,2009_DNK,2009,Negative,Low,High
1285,2010_DNK,2010,Low,Low,High
1286,2011_DNK,2011,Low,Low,High
1287,2012_DNK,2012,Negative,Low,High
1288,2013_DNK,2013,Low,Low,Medium
1289,2014_DNK,2014,Low,Low,High
1290,2015_DNK,2015,Low,Low,High
1291,2016_DNK,2016,Moderate,Low,High
1292,2017_DNK,2017,Moderate,Low,High
1293,2018_DNK,2018,Low,Low,High
1294,2019_DNK,2019,Low,Low,Medium
1295,2020_DNK,2020,Negative,Low,High
1296,2021_DNK,2021,High,Low,Medium
1297,2022_DNK,2022,Low,Medium,High
1298,2023_DNK,2023,Low,Low,High
1299,2024_DNK,2024,Moderate,Low,Medium
1300,2001_DJI,2001,High,Low,Medium
1301,2002_DJI,2002,High,Low,Medium
1302,2003_DJI,2003,High,Low,Medium
1303,2004_DJI,2004,High,Low,High
1304,2005_DJI,2005,High,Low,Medium
1305,2006_DJI,2006,High,Low,Medium
1306,2007_DJI,2007,High,Low,Medium
1307,2008_DJI,2008,High,High,High
1308,2009_DJI,2009,High,Low,Medium
1309,2010_DJI,2010,High,Low,Medium
1310,2011_DJI,2011,High,Medium,High
1311,2012_DJI,2012,High,Low,Medium
1312,2013_DJI,2013,High,Low,Medium
1313,2014_DJI,2014,High,Low,Medium
1314,2015_DJI,2015,High,Low,Medium
1315,2016_DJI,2016,High,Low,Medium
1316,2017_DJI,2017,Moderate,Low,High
1317,2018_DJI,2018,Moderate,Low,Medium
1318,2019_DJI,2019,Moderate,Low,Medium
1319,2020_DJI,2020,Low,Low,High
1320,2021_DJI,2021,Moderate,Low,Medium
1321,2022_DJI,2022,Moderate,Medium,Medium
1322,2023_DJI,2023,High,Low,High
1323,2024_DJI,2024,High,Low,Medium
1324,2000_DMA,2000,Low,Low,High
1325,2001_DMA,2001,Negative,Low,High
1326,2002_DMA,2002,Negative,Low,High
1327,2003_DMA,2003,Moderate,Low,Medium
1328,2004_DMA,2004,Moderate,Low,Medium
1329,2005_DMA,2005,Low,Low,Medium
1330,2006_DMA,2006,Moderate,Low,High
1331,2007_DMA,2007,Moderate,Low,Medium
1332,2008_DMA,2008,High,Medium,Medium
1333,2009_DMA,2009,Negative,Low,High
1334,2010_DMA,2010,Negative,Low,High
1335,2011_DMA,2011,Low,Low,High
1336,2012_DMA,2012,Negative,Low,High
1337,2013_DMA,2013,Low,Low,High
1338,2014_DMA,2014,Low,Low,Medium
1339,2015_DMA,2015,Negative,Low,High
1340,2016_DMA,2016,Low,Low,High
1341,2017_DMA,2017,Negative,Low,High
1342,2018_DMA,2018,Low,Low,High
1343,2019_DMA,2019,Moderate,Low,Medium
1344,2020_DMA,2020,Negative,Low,High
1345,2021_DMA,2021,Moderate,Low,Medium
1346,2022_DMA,2022,High,Low,Medium
1347,2023_DMA,2023,Moderate,Medium,Medium
1348,2024_DMA,2024,Low,Low,Medium
1349,2000_DOM,2000,Moderate,Medium,Medium
1350,2001_DOM,2001,Low,Medium,High
1351,2002_DOM,2002,Moderate,Medium,Medium
1352,2003_DOM,2003,Negative,High,High
1353,2004_DOM,2004,Low,High,Medium
1354,2005_DOM,2005,High,Low,Medium
1355,2006_DOM,2006,High,Medium,Medium
1356,2007_DOM,2007,High,Medium,Medium
1357,2008_DOM,2008,Moderate,High,High
1358,2009_DOM,2009,Low,Low,High
1359,2010_DOM,2010,High,Medium,Medium
1360,2011_DOM,2011,Moderate,Medium,High
1361,2012_DOM,2012,Low,Low,Medium
1362,2013_DOM,2013,Moderate,Low,High
1363,2014_DOM,2014,High,Low,Medium
1364,2015_DOM,2015,High,Low,Medium
1365,2016_DOM,2016,High,Low,Medium
1366,2017_DOM,2017,Moderate,Low,High
1367,2018_DOM,2018,High,Low,Medium
1368,2019_DOM,2019,Moderate,Low,Medium
1369,2020_DOM,2020,Negative,Low,High
1370,2021_DOM,2021,High,Medium,Medium
1371,2022_DOM,2022,Moderate,Medium,High
1372,2023_DOM,2023,Low,Low,High
1373,2024_DOM,2024,Moderate,Low,Medium
1374,2000_ECU,2000,Low,High,Medium
1375,2001_ECU,2001,Moderate,High,Medium
1376,2002_ECU,2002,Moderate,High,High
1377,2003_ECU,2003,Low,Medium,Medium
1378,2004_ECU,2004,High,Low,Medium
1379,2005_ECU,2005,Moderate,Low,Medium
1380,2006_ECU,2006,Moderate,Low,High
1381,2007_ECU,2007,Low,Low,Medium
1382,2008_ECU,2008,High,Medium,Medium
1383,2009_ECU,2009,Low,Medium,High
1384,2010_ECU,2010,Moderate,Low,High
1385,2011_ECU,2011,High,Low,Medium
1386,2012_ECU,2012,Moderate,Medium,High
1387,2013_ECU,2013,High,Low,Medium
1388,2014_ECU,2014,Moderate,Low,High
1389,2015_ECU,2015,Low,Low,High
1390,2016_ECU,2016,Negative,Low,High
1391,2017_ECU,2017,Moderate,Low,Medium
1392,2018_ECU,2018,Low,Low,High
1393,2019_ECU,2019,Low,Low,High
1394,2020_ECU,2020,Negative,Low,High
1395,2021_ECU,2021,High,Low,Medium
1396,2022_ECU,2022,Moderate,Low,Medium
1397,2023_ECU,2023,Low,Low,High
1398,2024_ECU,2024,Negative,Low,High
1399,2000_EGY,2000,High,Low,Medium
1400,2001_EGY,2001,Moderate,Low,High
1401,2002_EGY,2002,Low,Low,Medium
1402,2003_EGY,2003,Moderate,Low,Medium
1403,2004_EGY,2004,Moderate,High,High
1404,2005_EGY,2005,Moderate,Low,Medium
1405,2006_EGY,2006,High,Medium,Medium
1406,2007_EGY,2007,High,Medium,Medium
1407,2008_EGY,2008,High,High,Medium
1408,2009_EGY,2009,Moderate,High,High
1409,2010_EGY,2010,Moderate,High,Medium
1410,2011_EGY,2011,Low,High,High
1411,2012_EGY,2012,Low,Medium,High
1412,2013_EGY,2013,Low,Medium,Medium
1413,2014_EGY,2014,Low,High,High
1414,2015_EGY,2015,Moderate,High,High
1415,2016_EGY,2016,Moderate,High,High
1416,2017_EGY,2017,Moderate,High,High
1417,2018_EGY,2018,Moderate,High,Medium
1418,2019_EGY,2019,Moderate,Medium,High
1419,2020_EGY,2020,Moderate,Medium,High
1420,2021_EGY,2021,Moderate,Medium,High
1421,2022_EGY,2022,High,High,Medium
1422,2023_EGY,2023,Moderate,High,Medium
1423,2024_EGY,2024,Low,High,High
1424,2000_SLV,2000,Low,Low,High
1425,2001_SLV,2001,Low,Low,Medium
1426,2002_SLV,2002,Low,Low,Medium
1427,2003_SLV,2003,Low,Low,High
1428,2004_SLV,2004,Low,Low,High
1429,2005_SLV,2005,Low,Low,High
1430,2006_SLV,2006,Moderate,Low,Medium
1431,2007_SLV,2007,Low,Low,High
1432,2008_SLV,2008,Low,Medium,Medium
1433,2009_SLV,2009,Negative,Low,High
1434,2010_SLV,2010,Low,Low,High
1435,2011_SLV,2011,Moderate,Medium,High
1436,2012_SLV,2012,Low,Low,High
1437,2013_SLV,2013,Low,Low,High
1438,2014_SLV,2014,Low,Low,High
1439,2015_SLV,2015,Low,Low,High
1440,2016_SLV,2016,Low,Low,High
1441,2017_SLV,2017,Low,Low,High
1442,2018_SLV,2018,Low,Low,High
1443,2019_SLV,2019,Low,Low,High
1444,2020_SLV,2020,Negative,Low,High
1445,2021_SLV,2021,High,Low,Low
1446,2022_SLV,2022,Low,Medium,High
1447,2023_SLV,2023,Moderate,Low,Medium
1448,2024_SLV,2024,Low,Low,Medium
1449,2000_GNQ,2000,High,Low,Low
1450,2001_GNQ,2001,High,Medium,Low
1451,2002_GNQ,2002,High,Medium,Low
1452,2003_GNQ,2003,High,Medium,Medium
1453,2004_GNQ,2004,High,Low,Low
1454,2005_GNQ,2005,High,Medium,Low
1455,2006_GNQ,2006,High,Low,Medium
1456,2007_GNQ,2007,High,Low,Medium
1457,2008_GNQ,2008,High,Medium,Low
1458,2009_GNQ,2009,Low,Low,High
1459,2010_GNQ,2010,Negative,Medium,High
1460,2011_GNQ,2011,High,Low,Medium
1461,2012_GNQ,2012,High,Low,Medium
1462,2013_GNQ,2013,Negative,Low,High
1463,2014_GNQ,2014,Low,Low,High
1464,2015_GNQ,2015,Negative,Low,High
1465,2016_GNQ,2016,Negative,Low,High
1466,2017_GNQ,2017,Negative,Low,High
1467,2018_GNQ,2018,Negative,Low,High
1468,2019_GNQ,2019,Negative,Low,High
1469,2020_GNQ,2020,Negative,Low,High
1470,2021_GNQ,2021,Low,Low,High
1471,2022_GNQ,2022,Moderate,Low,High
1472,2023_GNQ,2023,Negative,Low,High
1473,2024_GNQ,2024,Low,Low,High
1474,2000_ERI,2000,Negative,High,High
1475,2001_ERI,2001,High,High,Medium
1476,2002_ERI,2002,Moderate,High,Medium
1477,2003_ERI,2003,Negative,High,High
1478,2004_ERI,2004,Low,High,High
1479,2005_ERI,2005,Low,High,High
1480,2006_ERI,2006,Negative,High,High
1481,2007_ERI,2007,Low,High,High
1482,2008_ERI,2008,Negative,High,High
1483,2009_ERI,2009,Moderate,High,Medium
1484,2010_ERI,2010,Low,High,High
1485,2011_ERI,2011,High,High,Medium
1486,2000_EST,2000,High,Low,Medium
1487,2001_EST,2001,Moderate,Medium,Medium
1488,2002_EST,2002,High,Low,Medium
1489,2003_EST,2003,High,Low,Medium
1490,2004_EST,2004,High,Low,Medium
1491,2005_EST,2005,High,Low,Medium
1492,2006_EST,2006,High,Low,Medium
1493,2007_EST,2007,High,Medium,Medium
1494,2008_EST,2008,Negative,High,High
1495,2009_EST,2009,Negative,Low,High
1496,2010_EST,2010,Low,Low,Medium
1497,2011_EST,2011,High,Low,Medium
1498,2012_EST,2012,Moderate,Low,High
1499,2013_EST,2013,Low,Low,High
1500,2014_EST,2014,Moderate,Low,High
1501,2015_EST,2015,Low,Low,High
1502,2016_EST,2016,Moderate,Low,High
1503,2017_EST,2017,Moderate,Low,High
1504,2018_EST,2018,Moderate,Low,High
1505,2019_EST,2019,Moderate,Low,High
1506,2020_EST,2020,Negative,Low,High
1507,2021_EST,2021,High,Low,Medium
1508,2022_EST,2022,Negative,High,High
1509,2023_EST,2023,Negative,Medium,High
1510,2024_EST,2024,Negative,Low,High
1511,2000_SWZ,2000,Low,High,High
1512,2001_SWZ,2001,Low,Medium,High
1513,2002_SWZ,2002,Moderate,High,Medium
1514,2003_SWZ,2003,Moderate,Medium,High
1515,2004_SWZ,2004,Moderate,Low,Medium
1516,2005_SWZ,2005,Moderate,Low,Medium
1517,2006_SWZ,2006,High,Medium,Medium
1518,2007_SWZ,2007,Moderate,Medium,High
1519,2008_SWZ,2008,Low,High,High
1520,2009_SWZ,2009,Low,Medium,High
1521,2010_SWZ,2010,Moderate,Low,High
1522,2011_SWZ,2011,Low,Medium,High
1523,2012_SWZ,2012,Moderate,Medium,Medium
1524,2013_SWZ,2013,Moderate,Medium,Medium
1525,2014_SWZ,2014,Low,Medium,High
1526,2015_SWZ,2015,Low,Low,Medium
1527,2016_SWZ,2016,Low,Medium,High
1528,2017_SWZ,2017,Moderate,Medium,Medium
1529,2018_SWZ,2018,Low,Low,High
1530,2019_SWZ,2019,High,Low,Medium
1531,2020_SWZ,2020,Negative,High,High
1532,2021_SWZ,2021,Moderate,High,High
1533,2022_SWZ,2022,Low,High,High
1534,2023_SWZ,2023,Moderate,High,High
1535,2024_SWZ,2024,Low,High,High
1536,2000_ETH,2000,High,Low,Medium
1537,2001_ETH,2001,High,Low,Medium
1538,2002_ETH,2002,Low,Low,High
1539,2003_ETH,2003,Negative,High,High
1540,2004_ETH,2004,High,Low,Low
1541,2005_ETH,2005,High,Medium,Medium
1542,2006_ETH,2006,High,High,Medium
1543,2007_ETH,2007,High,High,Low
1544,2008_ETH,2008,High,High,Medium
1545,2009_ETH,2009,High,Medium,Medium
1546,2010_ETH,2010,High,Medium,Medium
1547,2011_ETH,2011,High,High,Medium
1548,2012_ETH,2012,High,High,Medium
1549,2013_ETH,2013,High,Medium,Medium
1550,2014_ETH,2014,High,Medium,Medium
1551,2015_ETH,2015,High,Medium,Medium
1552,2016_ETH,2016,High,Medium,Medium
1553,2017_ETH,2017,High,High,Medium
1554,2018_ETH,2018,High,High,Medium
1555,2019_ETH,2019,High,High,Medium
1556,2020_ETH,2020,High,High,Medium
1557,2021_ETH,2021,Moderate,High,Medium
1558,2022_ETH,2022,Moderate,High,Medium
1559,2023_ETH,2023,High,High,Medium
1560,2024_ETH,2024,High,High,Medium
1561,2009_FRO,2009,Negative,High,High
1562,2010_FRO,2010,Negative,High,High
1563,2011_FRO,2011,Moderate,High,High
1564,2012_FRO,2012,High,High,Medium
1565,2013_FRO,2013,Moderate,High,Medium
1566,2014_FRO,2014,Moderate,High,Medium
1567,2015_FRO,2015,Low,High,High
1568,2016_FRO,2016,Low,High,Medium
1569,2017_FRO,2017,Moderate,High,High
1570,2018_FRO,2018,Low,High,Medium
1571,2019_FRO,2019,Moderate,High,High
1572,2020_FRO,2020,Negative,High,High
1573,2021_FRO,2021,Moderate,High,High
1574,2022_FRO,2022,Moderate,High,Medium
1575,2023_FRO,2023,Moderate,High,High
1576,2024_FRO,2024,Low,High,High
1577,2000_FJI,2000,Negative,Low,High
1578,2001_FJI,2001,Low,Low,High
1579,2002_FJI,2002,Moderate,Low,Medium
1580,2003_FJI,2003,Low,Low,High
1581,2004_FJI,2004,Moderate,Low,High
1582,2005_FJI,2005,Low,Low,High
1583,2006_FJI,2006,Low,Low,High
1584,2007_FJI,2007,Negative,Low,High
1585,2008_FJI,2008,Low,Medium,High
1586,2009_FJI,2009,Negative,Low,High
1587,2010_FJI,2010,Low,Low,High
1588,2011_FJI,2011,Low,Medium,High
1589,2012_FJI,2012,Low,Low,High
1590,2013_FJI,2013,Moderate,Low,Medium
1591,2014_FJI,2014,Moderate,Low,High
1592,2015_FJI,2015,Moderate,Low,Medium
1593,2016_FJI,2016,Low,Low,Medium
1594,2017_FJI,2017,Moderate,Low,Medium
1595,2018_FJI,2018,Moderate,Low,High
1596,2019_FJI,2019,Negative,Low,High
1597,2020_FJI,2020,Negative,Low,High
1598,2021_FJI,2021,Negative,Low,High
1599,2022_FJI,2022,High,Low,Low
1600,2023_FJI,2023,High,Low,Medium
1601,2024_FJI,2024,Moderate,Low,High
1602,2000_FIN,2000,Moderate,Low,Medium
1603,2001_FIN,2001,Low,Low,Medium
1604,2002_FIN,2002,Low,Low,High
1605,2003_FIN,2003,Low,Low,Medium
1606,2004_FIN,2004,Moderate,Low,High
1607,2005_FIN,2005,Low,Low,High
1608,2006_FIN,2006,Moderate,Low,High
1609,2007_FIN,2007,Moderate,Low,Medium
1610,2008_FIN,2008,Low,Low,High
1611,2009_FIN,2009,Negative,Low,High
1612,2010_FIN,2010,Moderate,Low,High
1613,2011_FIN,2011,Low,Low,Medium
1614,2012_FIN,2012,Negative,Low,High
1615,2013_FIN,2013,Negative,Low,High
1616,2014_FIN,2014,Negative,Low,High
1617,2015_FIN,2015,Low,Low,High
1618,2016_FIN,2016,Low,Low,High
1619,2017_FIN,2017,Moderate,Low,Medium
1620,2018_FIN,2018,Low,Low,High
1621,2019_FIN,2019,Low,Low,High
1622,2020_FIN,2020,Negative,Low,High
1623,2021_FIN,2021,Low,Low,High
1624,2022_FIN,2022,Low,Medium,High
1625,2023_FIN,2023,Negative,Medium,High
1626,2024_FIN,2024,Low,Low,High
1627,2000_FRA,2000,Moderate,Low,High
1628,2001_FRA,2001,Low,Low,High
1629,2002_FRA,2002,Low,Low,High
1630,2003_FRA,2003,Low,Low,High
1631,2004_FRA,2004,Low,Low,High
1632,2005_FRA,2005,Low,Low,High
1633,2006_FRA,2006,Low,Low,Medium
1634,2007_FRA,2007,Low,Low,High
1635,2008_FRA,2008,Low,Low,High
1636,2009_FRA,2009,Negative,Low,High
1637,2010_FRA,2010,Low,Low,High
1638,2011_FRA,2011,Low,Low,Medium
1639,2012_FRA,2012,Low,Low,High
1640,2013_FRA,2013,Low,Low,High
1641,2014_FRA,2014,Low,Low,Medium
1642,2015_FRA,2015,Low,Low,High
1643,2016_FRA,2016,Low,Low,High
1644,2017_FRA,2017,Low,Low,High
1645,2018_FRA,2018,Low,Low,Medium
1646,2019_FRA,2019,Low,Low,Medium
1647,2020_FRA,2020,Negative,Low,High
1648,2021_FRA,2021,High,Low,Medium
1649,2022_FRA,2022,Low,Medium,High
1650,2023_FRA,2023,Low,Low,High
1651,2024_FRA,2024,Low,Low,High
1652,2000_PYF,2000,Moderate,High,Medium
1653,2001_PYF,2001,Negative,High,High
1654,2002_PYF,2002,Low,High,High
1655,2003_PYF,2003,Low,High,Medium
1656,2004_PYF,2004,Low,High,High
1657,2005_PYF,2005,Low,High,High
1658,2006_PYF,2006,Low,High,High
1659,2007_PYF,2007,Low,High,High
1660,2008_PYF,2008,Low,High,High
1661,2009_PYF,2009,Negative,High,High
1662,2010_PYF,2010,Negative,High,High
1663,2011_PYF,2011,Negative,High,High
1664,2012_PYF,2012,Negative,High,High
1665,2013_PYF,2013,Low,High,High
1666,2014_PYF,2014,Low,High,High
1667,2015_PYF,2015,Low,High,High
1668,2016_PYF,2016,Low,High,High
1669,2017_PYF,2017,Moderate,High,High
1670,2018_PYF,2018,Low,High,High
1671,2019_PYF,2019,Low,High,High
1672,2020_PYF,2020,Negative,High,High
1673,2021_PYF,2021,Moderate,High,High
1674,2022_PYF,2022,Low,High,Medium
1675,2023_PYF,2023,Low,High,Medium
1676,2024_PYF,2024,Low,High,High
1677,2000_GAB,2000,Negative,Low,High
1678,2001_GAB,2001,Low,Low,High
1679,2002_GAB,2002,Negative,Low,High
1680,2003_GAB,2003,Low,Low,High
1681,2004_GAB,2004,Low,Low,High
1682,2005_GAB,2005,Low,Low,Medium
1683,2006_GAB,2006,Negative,Low,High
1684,2007_GAB,2007,High,Medium,Medium
1685,2008_GAB,2008,Negative,Medium,High
1686,2009_GAB,2009,Low,Low,High
1687,2010_GAB,2010,High,Low,Medium
1688,2011_GAB,2011,High,Low,Medium
1689,2012_GAB,2012,Moderate,Low,Medium
1690,2013_GAB,2013,Moderate,Low,Medium
1691,2014_GAB,2014,Moderate,Low,High
1692,2015_GAB,2015,Moderate,Low,Medium
1693,2016_GAB,2016,Low,Low,Medium
1694,2017_GAB,2017,Low,Low,High
1695,2018_GAB,2018,Low,Low,High
1696,2019_GAB,2019,Moderate,Low,High
1697,2020_GAB,2020,Negative,Low,High
1698,2021_GAB,2021,Low,Low,High
1699,2022_GAB,2022,Moderate,Low,High
1700,2023_GAB,2023,Low,Low,Medium
1701,2024_GAB,2024,Moderate,Low,Medium
1702,2000_GMB,2000,Moderate,Low,Medium
1703,2001_GMB,2001,Moderate,Low,High
1704,2002_GMB,2002,Negative,Medium,High
1705,2003_GMB,2003,High,High,Medium
1706,2004_GMB,2004,High,High,Medium
1707,2005_GMB,2005,Negative,Low,High
1708,2006_GMB,2006,Negative,Low,High
1709,2007_GMB,2007,Moderate,Medium,High
1710,2008_GMB,2008,High,Low,Medium
1711,2009_GMB,2009,High,Low,Medium
1712,2010_GMB,2010,Moderate,Medium,Medium
1713,2011_GMB,2011,Negative,Low,High
1714,2012_GMB,2012,Moderate,Low,Medium
1715,2013_GMB,2013,Low,Medium,High
1716,2014_GMB,2014,Negative,Medium,High
1717,2015_GMB,2015,Moderate,Medium,Medium
1718,2016_GMB,2016,Low,Medium,High
1719,2017_GMB,2017,Moderate,Medium,Medium
1720,2018_GMB,2018,High,Medium,Medium
1721,2019_GMB,2019,High,Medium,High
1722,2020_GMB,2020,Low,Medium,High
1723,2021_GMB,2021,Moderate,Medium,Medium
1724,2022_GMB,2022,Moderate,High,Medium
1725,2023_GMB,2023,Moderate,High,Medium
1726,2024_GMB,2024,Moderate,High,Medium
1727,2000_GEO,2000,Low,Low,Medium
1728,2001_GEO,2001,Moderate,Low,Medium
1729,2002_GEO,2002,Moderate,Medium,High
1730,2003_GEO,2003,High,Low,Medium
1731,2004_GEO,2004,Moderate,Medium,Medium
1732,2005_GEO,2005,High,Medium,Medium
1733,2006_GEO,2006,High,Medium,Medium
1734,2007_GEO,2007,High,Medium,Low
1735,2008_GEO,2008,Low,Medium,High
1736,2009_GEO,2009,Negative,Low,High
1737,2010_GEO,2010,High,Medium,High
1738,2011_GEO,2011,High,Medium,Medium
1739,2012_GEO,2012,High,Low,Medium
1740,2013_GEO,2013,Moderate,Low,Medium
1741,2014_GEO,2014,Moderate,Low,Medium
1742,2015_GEO,2015,Moderate,Low,High
1743,2016_GEO,2016,Moderate,Low,Medium
1744,2017_GEO,2017,Moderate,Medium,Medium
1745,2018_GEO,2018,High,Low,Medium
1746,2019_GEO,2019,Moderate,Low,High
1747,2020_GEO,2020,Negative,Medium,High
1748,2021_GEO,2021,High,Medium,Low
1749,2022_GEO,2022,High,High,Low
1750,2023_GEO,2023,High,Low,High
1751,2024_GEO,2024,High,Low,Medium
1752,2000_DEU,2000,Low,Low,Medium
1753,2001_DEU,2001,Low,Low,Medium
1754,2002_DEU,2002,Negative,Low,High
1755,2003_DEU,2003,Negative,Low,High
1756,2004_DEU,2004,Low,Low,High
1757,2005_DEU,2005,Low,Low,High
1758,2006_DEU,2006,Moderate,Low,High
1759,2007_DEU,2007,Low,Low,Medium
1760,2008_DEU,2008,Low,Low,High
1761,2009_DEU,2009,Negative,Low,High
1762,2010_DEU,2010,Moderate,Low,High
1763,2011_DEU,2011,Moderate,Low,Medium
1764,2012_DEU,2012,Low,Low,High
1765,2013_DEU,2013,Low,Low,Medium
1766,2014_DEU,2014,Low,Low,High
1767,2015_DEU,2015,Low,Low,High
1768,2016_DEU,2016,Low,Low,High
1769,2017_DEU,2017,Low,Low,Medium
1770,2018_DEU,2018,Low,Low,Medium
1771,2019_DEU,2019,Low,Low,High
1772,2020_DEU,2020,Negative,Low,High
1773,2021_DEU,2021,Moderate,Low,High
1774,2022_DEU,2022,Low,Medium,Medium
1775,2023_DEU,2023,Negative,Medium,High
1776,2024_DEU,2024,Negative,Low,High
1777,2000_GHA,2000,Moderate,High,Medium
1778,2001_GHA,2001,Moderate,High,Medium
1779,2002_GHA,2002,Moderate,Medium,Medium
1780,2003_GHA,2003,Moderate,High,High
1781,2004_GHA,2004,Moderate,High,Medium
1782,2005_GHA,2005,Moderate,High,High
1783,2006_GHA,2006,High,High,Medium
1784,2007_GHA,2007,Moderate,High,High
1785,2008_GHA,2008,High,High,Medium
1786,2009_GHA,2009,Moderate,High,Medium
1787,2010_GHA,2010,High,High,Medium
1788,2011_GHA,2011,High,Medium,Low
1789,2012_GHA,2012,High,High,Medium
1790,2013_GHA,2013,High,High,Medium
1791,2014_GHA,2014,Low,High,Medium
1792,2015_GHA,2015,Low,High,High
1793,2016_GHA,2016,Moderate,High,High
1794,2017_GHA,2017,High,High,Medium
1795,2018_GHA,2018,High,Medium,High
1796,2019_GHA,2019,High,Medium,Medium
1797,2020_GHA,2020,Low,Medium,High
1798,2021_GHA,2021,Moderate,Medium,Medium
1799,2022_GHA,2022,Moderate,High,High
1800,2023_GHA,2023,Moderate,High,High
1801,2024_GHA,2024,Moderate,High,Medium
1802,2000_GRC,2000,Moderate,Low,Medium
1803,2001_GRC,2001,Moderate,Low,Medium
1804,2002_GRC,2002,Moderate,Low,Medium
1805,2003_GRC,2003,Moderate,Low,Medium
1806,2004_GRC,2004,Moderate,Low,High
1807,2005_GRC,2005,Low,Low,High
1808,2006_GRC,2006,High,Low,High
1809,2007_GRC,2007,Moderate,Low,High
1810,2008_GRC,2008,Low,Low,High
1811,2009_GRC,2009,Negative,Low,High
1812,2010_GRC,2010,Negative,Low,High
1813,2011_GRC,2011,Negative,Low,High
1814,2012_GRC,2012,Negative,Low,High
1815,2013_GRC,2013,Negative,Low,High
1816,2014_GRC,2014,Low,Low,High
1817,2015_GRC,2015,Negative,Low,High
1818,2016_GRC,2016,Negative,Low,High
1819,2017_GRC,2017,Low,Low,High
1820,2018_GRC,2018,Low,Low,High
1821,2019_GRC,2019,Low,Low,Medium
1822,2020_GRC,2020,Negative,Low,High
1823,2021_GRC,2021,High,Low,Medium
1824,2022_GRC,2022,Moderate,Medium,Medium
1825,2023_GRC,2023,Low,Low,Medium
1826,2024_GRC,2024,Low,Low,High
1827,2000_GRL,2000,High,High,Medium
1828,2001_GRL,2001,Low,High,High
1829,2002_GRL,2002,Negative,High,High
1830,2003_GRL,2003,Moderate,High,Medium
1831,2004_GRL,2004,High,High,Medium
1832,2005_GRL,2005,Moderate,High,High
1833,2006_GRL,2006,Moderate,High,High
1834,2007_GRL,2007,Low,High,High
1835,2008_GRL,2008,High,High,Medium
1836,2009_GRL,2009,Low,High,High
1837,2010_GRL,2010,Low,High,High
1838,2011_GRL,2011,Negative,High,High
1839,2012_GRL,2012,Low,High,High
1840,2013_GRL,2013,Negative,High,High
1841,2014_GRL,2014,Moderate,High,Medium
1842,2015_GRL,2015,Negative,High,High
1843,2016_GRL,2016,Moderate,High,High
1844,2017_GRL,2017,Low,High,High
1845,2018_GRL,2018,Low,High,High
1846,2019_GRL,2019,Low,High,Medium
1847,2020_GRL,2020,Low,High,High
1848,2021_GRL,2021,Low,High,High
1849,2022_GRL,2022,Low,High,High
1850,2023_GRL,2023,Low,High,High
1851,2000_GRD,2000,Moderate,Low,High
1852,2001_GRD,2001,Negative,Low,High
1853,2002_GRD,2002,Moderate,Low,High
1854,2003_GRD,2003,High,Low,Medium
1855,2004_GRD,2004,Negative,Low,High
1856,2005_GRD,2005,High,Low,Medium
1857,2006_GRD,2006,Negative,Low,High
1858,2007_GRD,2007,High,Low,Medium
1859,2008_GRD,2008,Low,Medium,High
1860,2009_GRD,2009,Negative,Low,High
1861,2010_GRD,2010,Negative,Low,High
1862,2011_GRD,2011,Low,Low,Medium
1863,2012_GRD,2012,Negative,Low,High
1864,2013_GRD,2013,Low,Low,High
1865,2014_GRD,2014,High,Low,Medium
1866,2015_GRD,2015,High,Low,Medium
1867,2016_GRD,2016,Moderate,Low,High
1868,2017_GRD,2017,Moderate,Low,Medium
1869,2018_GRD,2018,Moderate,Low,Medium
1870,2019_GRD,2019,Low,Low,High
1871,2020_GRD,2020,Negative,Low,High
1872,2021_GRD,2021,Moderate,Low,High
1873,2022_GRD,2022,High,Low,Medium
