record_id,country_id,year,gdp_growth_percent,inflation_percent,unemployment_rate_percent,gdp_total_usd,gdp_per_capita,population
951,2000_CHL,2000,4.971621488,3.843272957,7.74,2.72426E+11,2083.41,130759529
952,2001_CHL,2001,3.154034925,3.56910053,9.5,2.81018E+11,2120.37,132532785
953,2002_CHL,2002,3.202799135,2.489398167,10.63,2.90019E+11,2126.28,136397498
954,2003_CHL,2003,4.723245269,2.810178757,9.96,3.03717E+11,2196.65,138263679
955,2004_CHL,2004,6.674254168,1.054738714,8.44,3.23988E+11,2323.56,139436143
956,2005_CHL,2005,5.837045719,3.052576214,9.04,3.42899E+11,2409.42,142316317
957,2006_CHL,2006,6.049990826,3.392017337,10.95,3.63645E+11,2517.31,144457390
958,2007_CHL,2007,5.168230985,4.407799384,9.91,3.82439E+11,2577.79,148358877
959,2008_CHL,2008,3.789392806,8.71626873,10.59,3.96931E+11,2624.99,151212476
960,2009_CHL,2009,-1.118037236,0.353045178,12.14,3.92493E+11,2569.85,152729560
961,2010_CHL,2010,5.851651022,1.41071108,8.98,4.1546E+11,2704.05,153643874
962,2011_CHL,2011,6.223896785,3.341216943,7.8,4.41318E+11,2819.96,156497904
963,2012_CHL,2012,6.155340019,3.007448402,10.56,4.68483E+11,2908.89,161052105
964,2013_CHL,2013,3.308508247,1.78955554,10.48,4.83982E+11,2937.41,164764933
965,2014_CHL,2014,1.792649471,4.718675279,9.63,4.92658E+11,2912.17,169172268
966,2015_CHL,2015,2.1519425,4.348773532,9.42,5.0326E+11,2902.95,173361438
967,2016_CHL,2016,1.753038749,3.786193559,10.23,5.12082E+11,2882.2,177670383
968,2017_CHL,2017,1.357695373,2.182718469,13.1,5.19035E+11,2844.74,182454560
969,2018_CHL,2018,3.990029478,2.434889814,9.86,5.39745E+11,2932.67,184045545
970,2019_CHL,2019,0.634367534,2.557544757,11.62,5.43169E+11,2866.64,189479432
971,2020_CHL,2020,-6.143474792,3.045490848,15.43,5.09799E+11,2620.84,194517442
972,2021_CHL,2021,11.31492049,4.524568383,5.49,5.67483E+11,2876.02,197315234
973,2022_CHL,2022,2.153993562,11.64386671,11.97,5.79706E+11,2908.65,199304286
974,2023_CHL,2023,0.521367977,7.581682514,11.78,5.82728E+11,2881.56,202226787
975,2024_CHL,2024,2.644311549,4.297638916,10.99,5.98138E+11,2907.43,205726956
976,2000_CHN,2000,8.586432018,0.347811227,9.63,14739353270,113.33,130057959
977,2001_CHN,2001,8.312638871,0.719125609,9.15,15964582479,120.91,132033488
978,2002_CHN,2002,9.243393266,-0.731970902,7.67,17440251621,128.98,135217238
979,2003_CHN,2003,10.11819286,1.127603487,5.74,19204889915,138.04,139125175
980,2004_CHN,2004,10.13140736,3.824637431,8.35,21150615545,150.86,140200836
981,2005_CHN,2005,11.45823846,1.776414077,7.66,23574103510,165.5,142441070
982,2006_CHN,2006,12.67467517,1.649430995,3.91,26562044554,181.52,146333593
983,2007_CHN,2007,14.14998549,4.816767674,4.72,30320570004,201.74,150297275
984,2008_CHN,2008,9.670245886,5.92525137,7.67,33252643678,217.38,152966677
985,2009_CHN,2009,9.402699728,-0.728165251,5.38,36379289914,231.31,157274152
986,2010_CHN,2010,10.59627198,3.175324753,7.45,40234138418,251.56,159935402
987,2011_CHN,2011,9.461335887,5.553898923,8.04,44040825395,269.16,163624740
988,2012_CHN,2012,7.856174271,2.619524326,7.27,47500749389,287.9,164992786
989,2013_CHN,2013,7.778724094,2.621050017,9.33,51195701626,306.02,167297387
990,2014_CHN,2014,7.461900282,1.921641628,7.11,55015873830,324.96,169299769
991,2015_CHN,2015,6.978780027,1.437023809,6.55,58855310645,337.86,174198661
992,2016_CHN,2016,6.775555628,2.000001822,9.32,62843084957,350.27,179415131
993,2017_CHN,2017,6.891266362,1.593136001,7.73,67173769332,365.02,184028204
994,2018_CHN,2018,6.756718002,2.0747904,9.57,71712511497,387.61,185014206
995,2019_CHN,2019,6.068502351,2.899234164,9.93,76064386943,400.77,189797492
996,2020_CHN,2020,2.340188431,2.419421895,11.84,77844436926,406.66,191424295
997,2021_CHN,2021,8.570085132,0.981015136,8.35,84515771442,431.07,196061179
998,2022_CHN,2022,3.134188872,1.973575557,11.82,87164655345,434.09,200796625
999,2023_CHN,2023,5.414843301,0.234836829,7.65,91884484846,448.48,204880849
1000,2024_CHN,2024,4.977356592,0.218128938,7.82,96457903310,462.84,208402893
1001,2000_COL,2000,2.924861482,9.225348186,10.17,1.34885E+12,6832.41,197419826
1002,2001_COL,2001,1.677898308,7.965560903,10.56,1.37148E+12,6901.15,198732716
1003,2002_COL,2002,2.503980467,6.351507288,11.98,1.40583E+12,7019.38,200277853
1004,2003_COL,2003,3.918271903,7.129788629,8.33,1.46091E+12,7090.96,206024266
1005,2004_COL,2004,5.333022068,5.904020055,9.42,1.53882E+12,7259.49,211973810
1006,2005_COL,2005,4.828761108,5.051019627,7.89,1.61313E+12,7516.16,214621181
1007,2006_COL,2006,6.716868698,4.293423636,9.82,1.72148E+12,7882.94,218380401
1008,2007_COL,2007,6.738194691,5.544384858,6.83,1.83748E+12,8227.53,223332649
1009,2008_COL,2008,3.283446186,6.996884956,9.97,1.89781E+12,8440.09,224856346
1010,2009_COL,2009,1.139648645,4.202516612,10.36,1.91944E+12,8431.87,227640576
1011,2010_COL,2010,4.494658971,2.272002279,10.97,2.00571E+12,8706.16,230377980
1012,2011_COL,2011,6.947891982,3.415033448,8.15,2.14506E+12,9055.42,236881712
1013,2012_COL,2012,3.912635767,3.169301888,9.33,2.22899E+12,9156.52,243432148
1014,2013_COL,2013,5.13399352,2.016992243,8.34,2.34343E+12,9466.53,247548811
1015,2014_COL,2014,4.499030001,2.898837878,11.67,2.44886E+12,9688.85,252750282
1016,2015_COL,2015,2.955901375,4.989831158,9.95,2.52125E+12,9778.81,257827360
1017,2016_COL,2016,2.087382502,7.513460246,9.45,2.57387E+12,9775.73,263292123
1018,2017_COL,2017,1.359360868,4.314313257,11.33,2.60886E+12,9646.09,270458007
1019,2018_COL,2018,2.564324283,3.240569329,11.06,2.67576E+12,9735.4,274848553
1020,2019_COL,2019,3.186855392,3.523019327,8.69,2.76103E+12,9842.7,280515820
1021,2020_COL,2020,-7.185914138,2.526635001,14.56,2.56263E+12,8938.19,286705522
1022,2021_COL,2021,10.80119819,3.495057574,7.89,2.83942E+12,9682.39,293256404
1023,2022_COL,2022,7.328277294,10.17723135,8.55,3.0475E+12,10137.5,300616835
1024,2023_COL,2023,0.712380032,11.73590449,10.22,3.06921E+12,10029.15,306029215
1025,2024_COL,2024,1.598331537,6.609085937,10.29,3.11827E+12,9946.91,313491326
1026,2000_COM,2000,-1.007018871,,11.64,5.98312E+11,2992.34,199947573
1027,2001_COM,2001,5.419599718,5.554593948,9.81,6.30738E+11,3128.41,201616277
1028,2002_COM,2002,4.597682633,3.533042143,10.7,6.59737E+11,3251.57,202898214
1029,2003_COM,2003,1.934428123,3.799081367,9.03,6.72499E+11,3272.13,205523650
1030,2004_COM,2004,3.100412104,4.474992891,8.64,6.9335E+11,3314.65,209177496
1031,2005_COM,2005,5.665202402,3.013323951,10,7.32629E+11,3461.23,211667595
1032,2006_COM,2006,-1.754446794,3.374363601,14.23,7.19776E+11,3378.31,213057667
1033,2007_COM,2007,0.803599788,4.466167101,10.59,7.2556E+11,3388.2,214143302
1034,2008_COM,2008,3.964611189,1.700781763,9.28,7.54326E+11,3441.57,219180510
1035,2009_COM,2009,3.240601985,4.362348293,9.82,7.7877E+11,3526.48,220834733
1036,2010_COM,2010,3.777880707,3.354757703,11.48,8.08191E+11,3617.17,223431712
1037,2011_COM,2011,4.143564792,1.842663008,11.08,8.41679E+11,3719.32,226299167
1038,2012_COM,2012,3.168356276,6.314744503,10.15,8.68347E+11,3735.2,232476411
1039,2013_COM,2013,4.466163698,-4.294873315,9.28,9.07128E+11,3796.67,238927301
1040,2014_COM,2014,2.106669206,7.547553791,9.3,9.26239E+11,3767.03,245880554
1041,2015_COM,2015,1.147473994,-0.117173884,11.4,9.36867E+11,3727.59,251333074
1042,2016_COM,2016,3.32039988,0.797517431,10.87,9.67975E+11,3795.6,255025463
1043,2017_COM,2017,3.815702113,-0.237362224,8.11,1.00491E+12,3853.36,260788128
1044,2018_COM,2018,3.642595874,2.151550844,11.03,1.04151E+12,3957.41,263180553
1045,2019_COM,2019,1.760701647,3.582135445,12.98,1.05985E+12,3941.72,268880948
1046,2020_COM,2020,-0.195577457,0.786641929,13.9,1.05778E+12,3841.71,275341067
1047,2021_COM,2021,2.000192118,-0.004417937,10.19,1.07894E+12,3832.08,281553728
1048,2022_COM,2022,2.603010319,12.53203146,11.83,1.10702E+12,3902.04,283703144
1049,2023_COM,2023,2.99521564,8.373739555,8.7,1.14018E+12,3935.86,289690339
1050,2024_COM,2024,3.338101094,5.051926096,12.16,1.17824E+12,4011.08,293746369
1051,2000_COD,2000,-6.910927317,513.9068437,15.19,1.52117E+11,2630.57,57826486
1052,2001_COD,2001,-2.100173025,359.9366143,11.89,1.48922E+11,2533.66,58777298
1053,2002_COD,2002,2.947765184,31.5225826,10.01,1.53312E+11,2571.78,59612975
1054,2003_COD,2003,5.577822311,12.87396572,10.28,1.61863E+11,2698.21,59989065
1055,2004_COD,2004,6.738373933,3.994384008,9.92,1.7277E+11,2836.31,60913654
1056,2005_COD,2005,6.135151155,21.31681672,7.78,1.8337E+11,2933.3,62513167
1057,2006_COD,2006,5.108944332,13.05269497,9.33,1.92738E+11,3018.46,63853064
1058,2007_COD,2007,8.529929742,16.94510065,6.6,2.09179E+11,3189.8,65577347
1059,2008_COD,2008,7.401723375,17.30138457,8.73,2.24661E+11,3352.33,67016463
1060,2009_COD,2009,0.565481558,2.8,10.26,2.25932E+11,3330.05,67846297
1061,2010_COD,2010,7.843007822,7.1,9.03,2.43652E+11,3516.36,69290812
1062,2011_COD,2011,7.593317213,15.31651591,8.78,2.62153E+11,3735.22,70184018
1063,2012_COD,2012,8.668593605,9.721828063,8.52,2.84878E+11,3999.51,71228235
1064,2013_COD,2013,9.624488792,0.808223101,8.75,3.12296E+11,4341.11,71939120
1065,2014_COD,2014,7.302277509,1.243038898,7.82,3.35101E+11,4602.04,72815716
1066,2015_COD,2015,6.359737562,0.744198995,7.27,3.56412E+11,4863.33,73285545
1067,2016_COD,2016,0.393832798,2.885851073,10.87,3.57816E+11,4796.64,74597103
1068,2017_COD,2017,4.241210473,,7.94,3.72991E+11,4873.91,76528198
1069,2018_COD,2018,6.071688706,,8.31,3.95638E+11,5096.06,77636124
1070,2019_COD,2019,0.555384295,,10.22,3.97836E+11,5096.42,78061818
1071,2020_COD,2020,0.775427992,,11.58,4.00921E+11,5058.34,79259369
1072,2021_COD,2021,6.429610056,,8.91,4.26698E+11,5303.45,80456760
1073,2022_COD,2022,9.311169441,,5.38,4.66429E+11,5684.27,82056103
1074,2023_COD,2023,8.533489832,,9.59,5.06232E+11,6068.58,83418429
1075,2024_COD,2024,6.126755518,,9.65,5.37247E+11,6326.66,84917943
1076,2000_COG,2000,7.575980395,-0.881991517,9.31,43630108567,3602.21,12112048
1077,2001_COG,2001,3.802601899,0.055989922,10.18,45289187903,3650.4,12406650
1078,2002_COG,2002,4.581870061,4.378759718,8.21,47364279645,3708.62,12771410
1079,2003_COG,2003,0.813264076,-0.631844987,12.67,47749476316,3718.61,12840678
1080,2004_COG,2004,3.476631621,2.42976608,8.74,49409549709,3753.39,13163992
1081,2005_COG,2005,7.755758978,3.094490115,6.19,53241635296,3997.96,13317215
1082,2006_COG,2006,7.986238363,6.537843953,9.1,57493639199,4264.65,13481453
1083,2007_COG,2007,-6.613994804,2.654646451,14.7,53691012890,3912.36,13723431
1084,2008_COG,2008,6.306375956,4.95875092,6.85,57076970017,4100.48,13919587
1085,2009_COG,2009,11.63728886,4.415003748,6.77,63719181891,4521.17,14093512
1086,2010_COG,2010,9.931265431,0.391525011,8.42,70047302975,4828.44,14507226
1087,2011_COG,2011,2.205919363,1.759587043,12.49,71592489994,4907.52,14588319
1088,2012_COG,2012,9.947153143,5.010187731,8.15,78713904613,5266.24,14946899
1089,2013_COG,2013,-0.712434452,4.631616197,11.95,78153119638,5144.1,15192774
1090,2014_COG,2014,6.646065409,0.912139545,6.94,83347227088,5417.86,15383792
1091,2015_COG,2015,0.415193061,3.169097968,10.78,83693278992,5382.73,15548489
1092,2016_COG,2016,-8.685243439,3.190561797,17.33,76424313969,4832.58,15814398
1093,2017_COG,2017,-5.594773719,0.450063823,13.03,72148546536,4486.63,16080795
1094,2018_COG,2018,-2.304317801,1.152778964,14.92,70486014735,4259.94,16546250
1095,2019_COG,2019,1.12447392,2.206073058,13.4,71278611588,4204.29,16953780
1096,2020_COG,2020,-6.26777228,1.795371471,16.98,66811030530,3868.77,17269324
1097,2021_COG,2021,1.01507037,1.715642755,10.96,67489209504,3881.3,17388312
1098,2022_COG,2022,1.475356132,3.043443347,10.05,68484915695,3897.12,17573229
1099,2023_COG,2023,1.906864263,4.301745636,11.54,69790830078,3937.88,17722954
1100,2024_COG,2024,2.579669439,3.091436309,11.02,71591202793,3942.73,18157752
1101,2000_CRI,2000,3.86871809,10.96154966,11.31,4.45508E+11,7618.73,58475418
1102,2001_CRI,2001,3.491169894,11.25561571,9.81,4.61062E+11,7723.3,59697488
1103,2002_CRI,2002,3.41687639,9.167520485,9.33,4.76816E+11,7816.38,61002073
1104,2003_CRI,2003,4.317179866,9.447580916,11.51,4.97401E+11,8044.19,61833519
1105,2004_CRI,2004,4.424599597,12.31481502,9.67,5.19409E+11,8298.36,62591760
1106,2005_CRI,2005,3.976666368,13.79829491,10.84,5.40064E+11,8399.44,64297606
1107,2006_CRI,2006,7.326695433,11.47059681,6.93,5.79633E+11,8956.13,64719082
1108,2007_CRI,2007,8.215131983,9.357244564,8.42,6.2725E+11,9641.79,65055365
1109,2008_CRI,2008,4.738174878,13.42446355,8.17,6.5697E+11,9937.73,66108731
1110,2009_CRI,2009,-0.873455943,7.842701677,12.56,6.51232E+11,9573.78,68022470
1111,2010_CRI,2010,5.360343526,5.662757084,9.32,6.8614E+11,9976.75,68773937
1112,2011_CRI,2011,4.40315924,4.87799831,8.1,7.16352E+11,10191.92,70286311
1113,2012_CRI,2012,4.88259241,4.495453144,10.79,7.51329E+11,10564.17,71120440
1114,2013_CRI,2013,2.494766112,5.231336142,10.94,7.70073E+11,10652.06,72293331
1115,2014_CRI,2014,3.542109878,4.519200985,8.4,7.97349E+11,10857.59,73437041
1116,2015_CRI,2015,3.652080968,0.801982005,9.96,8.26469E+11,11152.15,74108530
1117,2016_CRI,2016,4.204323252,-0.017478851,8.1,8.61217E+11,11503.35,74866634
1118,2017_CRI,2017,4.157698963,1.62590693,11.85,8.97024E+11,11676.95,76819997
1119,2018_CRI,2018,2.615904404,2.221114615,12.11,9.20489E+11,11692.11,78727328
1120,2019_CRI,2019,2.417511818,2.096046353,12.63,9.42742E+11,11843.9,79597220
1121,2020_CRI,2020,-4.273354322,0.724911478,15.94,9.02455E+11,11226.37,80387075
1122,2021_CRI,2021,7.935762247,1.726477551,8.88,9.74072E+11,11765.82,82788275
1123,2022_CRI,2022,4.55149178,8.274774902,10,1.01841E+12,11948.52,85232897
1124,2023_CRI,2023,5.111921832,0.525193509,9.19,1.07047E+12,12416.66,86212099
1125,2024_CRI,2024,4.321224296,-0.412853001,8.13,1.11672E+12,12701.24,87922462
1126,2000_CIV,2000,-0.265789462,2.530775167,14.06,1.30653E+12,25655.27,50926366
1127,2001_CIV,2001,-2.154012491,4.36152914,14.25,1.27839E+12,24860.2,51423035
1128,2002_CIV,2002,-2.730526474,3.077264852,15.14,1.24348E+12,23529.67,52847323
1129,2003_CIV,2003,-4.725866586,3.29680747,14.45,1.18471E+12,21785.83,54380074
1130,2004_CIV,2004,3.185038226,1.457988356,11.44,1.22245E+12,21836.99,55980627
1131,2005_CIV,2005,0.996065565,3.885830399,11.41,1.23462E+12,21856.88,56486791
1132,2006_CIV,2006,2.815578593,2.467191486,9.58,1.26939E+12,21967.93,57783631
1133,2007_CIV,2007,1.101429768,1.892006293,12.12,1.28337E+12,21752.75,58997976
1134,2008_CIV,2008,4.782665979,6.308527692,9.87,1.34475E+12,22588.29,59532940
1135,2009_CIV,2009,3.603321567,1.019504577,10.19,1.3932E+12,22847.24,60979035
1136,2010_CIV,2010,6.848049399,1.226456121,6.61,1.48861E+12,24283.07,61302381
1137,2011_CIV,2011,-5.37044724,4.912433951,16.39,1.40867E+12,22663.36,62156062
1138,2012_CIV,2012,7.620411765,1.304511199,8.73,1.51601E+12,24131.78,62822183
1139,2013_CIV,2013,10.76021313,2.581170373,5.91,1.67914E+12,26449.32,63485076
1140,2014_CIV,2014,9.371999942,0.448682077,8.23,1.83651E+12,28189.56,65148452
1141,2015_CIV,2015,7.194949427,1.251499548,8.12,1.96864E+12,29996.26,65629572
1142,2016_CIV,2016,7.17275964,0.723178458,8.34,2.10985E+12,31964.69,66005580
1143,2017_CIV,2017,7.410762426,0.685881065,6.77,2.2662E+12,33608.88,67428717
1144,2018_CIV,2018,4.843146059,0.401297817,9.17,2.37596E+12,34811.14,68252839
1145,2019_CIV,2019,6.721371676,0.790855512,10.61,2.53566E+12,36139.44,70163118
1146,2020_CIV,2020,0.699728593,2.412526172,12.69,2.5534E+12,36170.85,70592711
1147,2021_CIV,2021,7.063329102,4.159196579,8.04,2.73375E+12,38180.01,71601700
1148,2022_CIV,2022,6.399883627,5.233528561,10.47,2.90871E+12,39676.93,73309875
1149,2023_CIV,2023,6.600000452,4.369722549,9.01,3.10069E+12,41112.66,75419236
1150,2024_CIV,2024,6.019534619,3.450530281,10.14,3.28733E+12,42988.71,76469677
1151,2000_HRV,2000,2.945253151,4.611315547,10.78,5.83724E+11,27235.02,21432841
1152,2001_HRV,2001,3.11123491,3.776702467,11.07,6.01885E+11,27695.61,21732139
1153,2002_HRV,2002,5.803328259,1.671784374,7.86,6.36814E+11,28983.77,21971410
1154,2003_HRV,2003,5.568372828,1.767337808,7.62,6.72274E+11,29765.57,22585642
1155,2004_HRV,2004,4.170484899,2.055396791,8.8,7.00312E+11,30469.19,22984255
1156,2005_HRV,2005,4.327076425,3.317178244,7.98,7.30615E+11,31598.87,23121545
1157,2006_HRV,2006,5.069077708,3.189825915,10.93,7.6765E+11,32892.09,23338438
1158,2007_HRV,2007,5.049276352,2.899282756,11.28,8.06411E+11,34141.09,23619946
1159,2008_HRV,2008,1.972870067,6.076968388,10.76,8.2232E+11,34147.39,24081492
1160,2009_HRV,2009,-6.812312176,2.378528459,15.47,7.66301E+11,31212.46,24551135
1161,2010_HRV,2010,-1.336046724,1.030555053,11.8,7.56063E+11,30074.57,25139611
1162,2011_HRV,2011,-0.110906722,2.272727273,13.63,7.55225E+11,29631.52,25487198
1163,2012_HRV,2012,-2.237433601,3.412073491,14.69,7.38327E+11,28161.39,26217697
1164,2013_HRV,2013,-0.133645737,2.216582064,13.19,7.3734E+11,27694.87,26623710
1165,2014_HRV,2014,-0.557692914,-0.21519616,12.27,7.33228E+11,27082.5,27073874
1166,2015_HRV,2015,2.319986927,-0.464499005,11.2,7.50239E+11,27433.26,27347780
1167,2016_HRV,2016,3.466461143,-1.125,9.59,7.76246E+11,28112.84,27611779
1168,2017_HRV,2017,3.283963216,1.129372103,9.19,8.01737E+11,28289.89,28340061
1169,2018_HRV,2018,2.911075934,1.50012501,8.82,8.25076E+11,28917.4,28532177
1170,2019_HRV,2019,3.101526839,0.771820346,10.48,8.50666E+11,28987.57,29345903
1171,2020_HRV,2020,-8.310864015,0.154811375,17.4,7.79969E+11,26179.6,29792997
1172,2021_HRV,2021,12.63221904,2.554506996,5.01,8.78496E+11,28742.36,30564506
1173,2022_HRV,2022,7.294453436,10.78058068,9.44,9.42577E+11,30165.06,31247331
1174,2023_HRV,2023,3.761645407,7.941281776,8.73,9.78034E+11,30644.99,31914970
1175,2024_HRV,2024,3.826887029,2.972004776,10.24,1.01546E+12,30984.35,32773389
1176,2000_CUB,2000,5.914760174,,8.74,6.94035E+11,5629.04,123295615
1177,2001_CUB,2001,3.185029904,,8.92,7.16141E+11,5774.03,124027902
1178,2002_CUB,2002,1.424821261,,9.29,7.26344E+11,5718.27,127021770
1179,2003_CUB,2003,3.792740223,,10.19,7.53893E+11,5845.05,128979702
1180,2004_CUB,2004,5.77053807,,11.01,7.97396E+11,6143.23,129800769
1181,2005_CUB,2005,11.20165642,,5.62,8.86718E+11,6759.37,131183554
1182,2006_CUB,2006,12.06586311,,4.89,9.93708E+11,7480.7,132836278
1183,2007_CUB,2007,7.262136966,,9.29,1.06587E+12,7983.75,133505354
1184,2008_CUB,2008,4.116828042,,8.84,1.10975E+12,8076.81,137399857
1185,2009_CUB,2009,1.451305431,,12.24,1.12586E+12,8020.97,140364421
1186,2010_CUB,2010,2.390352297,,10.5,1.15277E+12,8002.94,144043461
1187,2011_CUB,2011,2.802300836,,9.9,1.18507E+12,8125.05,145854559
1188,2012_CUB,2012,3.014900289,,11.76,1.2208E+12,8183.3,149182309
1189,2013_CUB,2013,2.747602563,,10.11,1.25435E+12,8328.69,150605560
1190,2014_CUB,2014,1.047576632,,12.7,1.26749E+12,8190.31,154754518
1191,2015_CUB,2015,4.438333589,,10.8,1.32374E+12,8307.73,159338573
1192,2016_CUB,2016,0.512843096,,12.11,1.33053E+12,8228.31,161701545
1193,2017_CUB,2017,1.809791784,,9.41,1.35461E+12,8200.7,165182228
1194,2018_CUB,2018,2.247948529,,11.71,1.38506E+12,8231.84,168256670
1195,2019_CUB,2019,-0.163087224,,13.2,1.3828E+12,8143.63,169801776
1196,2020_CUB,2020,-10.9494359,,19.28,1.23139E+12,7112.58,173128927
1197,2021_CUB,2021,1.254487357,,10.43,1.24684E+12,7158.42,174178184
1198,2022_CUB,2022,1.774652277,,10.3,1.26897E+12,7142.34,177668514
1199,2023_CUB,2023,-1.929371232,,14,1.24449E+12,6847.99,181730124
1200,2024_CUB,2024,-1.061732732,,12.59,1.23127E+12,6724.42,183104531
1201,2001_CUW,2001,-0.695753704,1.792828685,11.82,5.16297E+11,115681.83,4463075
1202,2002_CUW,2002,0.397065217,0.391389432,13.11,5.18347E+11,112942.28,4589483
1203,2003_CUW,2003,0.288186682,1.633713914,12.71,5.19841E+11,110782.88,4692426
1204,2004_CUW,2004,0.208461073,1.379121381,13.58,5.20924E+11,109207.22,4770053
1205,2005_CUW,2005,0.676425345,4.117117117,12.58,5.24448E+11,107540.78,4876734
1206,2006_CUW,2006,1.63593469,3.114995241,10.28,5.33028E+11,106474.02,5006174
1207,2007_CUW,2007,2.469963228,2.995720399,9.55,5.46193E+11,106424.46,5132213
1208,2008_CUW,2008,2.18804308,6.876323937,10.25,5.58144E+11,107290.33,5202184
1209,2009_CUW,2009,-0.531308242,1.753316054,13.69,5.55179E+11,103665.96,5355456
1210,2010_CUW,2010,0.082306609,2.779442613,12.87,5.55636E+11,101465.35,5476111
1211,2011_CUW,2011,0.508457572,2.332531526,13.53,5.58461E+11,100074.65,5580441
1212,2012_CUW,2012,-0.348950357,3.183987463,11.7,5.56512E+11,98019.27,5677576
1213,2013_CUW,2013,-0.635696648,1.332320862,13.46,5.52974E+11,96520.16,5729105
1214,2014_CUW,2014,-0.637398345,1.498739696,11.86,5.4945E+11,93715.64,5862944
1215,2015_CUW,2015,0.458151746,-0.47654205,13.13,5.51967E+11,93617.95,5895951
1216,2016_CUW,2016,-1.0677077,-0.047207985,13.35,5.46073E+11,92131.43,5927114
1217,2017_CUW,2017,-1.276209315,1.585588017,12.39,5.39104E+11,88370.24,6100520
1218,2018_CUW,2018,-2.10411143,2.583687566,13.87,5.27761E+11,85580.2,6166859
1219,2019_CUW,2019,-3.206131719,2.622207834,13.79,5.1084E+11,80782.24,6323671
1220,2020_CUW,2020,-18.43847035,,19.43,4.16649E+11,64019.41,6508170
1221,2021_CUW,2021,4.183711931,,10.78,4.34081E+11,65542.94,6622843
1222,2022_CUW,2022,6.906,,7.26,4.64058E+11,68256.04,6798786
1223,2023_CUW,2023,4.202,,10.11,4.83558E+11,69389.42,6968756
1224,2024_CUW,2024,5.0269,,8.01,5.07866E+11,71806.64,7072687
1225,2000_CYP,2000,5.965304455,4.141657647,7.65,1.8615E+12,39642.91,46956680
1226,2001_CYP,2001,3.952562582,1.973041917,9.18,1.93508E+12,40691.22,47555128
1227,2002_CYP,2002,3.722974911,2.801155052,10.83,2.00712E+12,41105.13,48828909
1228,2003_CYP,2003,2.623299623,4.139065387,9.69,2.05977E+12,41157.91,50045581
1229,2004_CYP,2004,5.026272267,2.286217068,9.77,2.1633E+12,42353.21,51077613
1230,2005_CYP,2005,4.852987622,2.560161323,11.2,2.26829E+12,43290.81,52396476
1231,2006_CYP,2006,4.713783586,2.30468733,10.34,2.37521E+12,45092.28,52674383
1232,2007_CYP,2007,5.098226149,2.372651837,9.65,2.4963E+12,47094.68,53006015
1233,2008_CYP,2008,3.646989221,4.669008419,9.4,2.58734E+12,48224.32,53652202
1234,2009_CYP,2009,-2.015082037,0.326276652,13.49,2.5352E+12,46608.25,54393888
1235,2010_CYP,2010,2.282671001,2.430040841,11.79,2.59307E+12,47044.07,55120114
1236,2011_CYP,2011,0.416711868,3.289449396,10.07,2.60388E+12,46536.79,55953155
1237,2012_CYP,2012,-3.447381514,2.3890541,12.87,2.51411E+12,43853.94,57329266
1238,2013_CYP,2013,-6.587477511,-0.399357676,16.04,2.3485E+12,40327.13,58236168
1239,2014_CYP,2014,-1.776058677,-1.354988854,11.11,2.30679E+12,39090.55,59011373
1240,2015_CYP,2015,3.418920389,-2.096997691,12.07,2.38565E+12,39855.18,59858070
1241,2016_CYP,2016,6.573590809,-1.429166667,9.4,2.54248E+12,41599.7,61117685
1242,2017_CYP,2017,5.750832366,0.531766496,7.92,2.68869E+12,43095.34,62389364
1243,2018_CYP,2018,6.271663601,1.435491195,9.87,2.85732E+12,45100.95,63353800
1244,2019_CYP,2019,5.875595834,0.250370997,8.17,3.0252E+12,47393.82,63831128
1245,2020_CYP,2020,-3.220630186,-0.638422798,13.34,2.92777E+12,45327.68,64591228
1246,2021_CYP,2021,11.39755908,2.446088672,4.57,3.26146E+12,49046.6,66497264
1247,2022_CYP,2022,8.273725973,8.39548298,6.58,3.53131E+12,52167.27,67692056
1248,2023_CYP,2023,3.619456446,3.541341888,8.64,3.65912E+12,52518.39,69673193
1249,2024_CYP,2024,3.940773817,1.800230186,10.98,3.80332E+12,53776.53,70724564
1250,2000_CZE,2000,4.01066962,3.775388292,9.69,3.39955E+11,4778.14,71147902
1251,2001_CZE,2001,2.917219529,4.66267557,10.13,3.49872E+11,4851.25,72120003
1252,2002_CZE,2002,1.513459491,1.90298097,10.06,3.55167E+11,4868.17,72957093
1253,2003_CZE,2003,3.300836833,0.118739206,9.42,3.66891E+11,4944.42,74202908
1254,2004_CZE,2004,4.736339697,2.760107817,10.26,3.84268E+11,5116.26,75107185
1255,2005_CZE,2005,6.375028861,1.857097891,9.23,4.08765E+11,5287.94,77301323
1256,2006_CZE,2006,6.623172992,2.533992583,6.99,4.35838E+11,5599.4,77836595
1257,2007_CZE,2007,5.488825952,2.853124372,8.44,4.59761E+11,5741.47,80077167
1258,2008_CZE,2008,2.612268072,6.358663802,11.09,4.71771E+11,5848.75,80661864
1259,2009_CZE,2009,-4.798324167,1.019377353,14.99,4.49134E+11,5455.76,82322791
1260,2010_CZE,2010,2.714665099,1.472727273,8.7,4.61326E+11,5539.15,83284737
1261,2011_CZE,2011,1.772380853,1.917219136,10.12,4.69503E+11,5477.78,85710437
1262,2012_CZE,2012,-0.770668191,3.287623066,13.21,4.65884E+11,5319.07,87587551
1263,2013_CZE,2013,-0.041812416,1.438297872,11.27,4.6569E+11,5211.32,89361216
